calories,protein,fat,carbs,label
4251.7905090243285,153.2749519478715,152.72569590435268,358.4694316197232,Избыток калорий
8096.033730116864,346.38896322839673,177.22543711087593,1291.5919666724053,Избыток калорий
5385.805159102517,308.2172773933928,240.07954446744236,513.53756823884,Избыток калорий
5735.954912003475,348.5265992230438,206.2801088715554,633.388249097016,Избыток калорий
2130.868951997934,203.79817302749896,82.5408435029388,139.93878675932814,Дисбаланс нутриентов
2977.7049996986693,212.88436009801978,143.74941175505182,219.00891580189688,Избыток калорий
5059.621549868977,299.8247513221087,304.4343319991629,294.8339737636838,Избыток калорий
1945.4352796076212,141.58478831375265,87.52370670959549,174.91518099171344,Избыток жиров
1465.2566949749203,117.7082884570751,29.273725641615272,202.86944585163806,Дефицит калорий
1767.8845151468954,227.75312706177283,80.62061104343644,36.84837344497597,Дефицит калорий
4032.2824939531015,109.95766278255644,239.87167790833894,373.55730478517665,Избыток калорий
2715.762541992349,181.55695835730646,125.8069151124072,206.84448807981624,Избыток жиров
3278.3864329464877,186.6157972978205,72.06398819040129,469.87333181805997,Избыток калорий
6554.6323806963765,205.04555273194921,502.46510956675326,314.91960230175295,Избыток калорий
3570.913487483702,126.76903752551372,161.9557950818317,405.2125522841416,Избыток калорий
5536.713313615888,301.9219052390933,359.2029698185855,268.4047091955049,Избыток калорий
1834.003782780505,236.97082238668884,81.12500163676818,37.31367602950128,Дефицит калорий
1319.1964902151121,114.43156166220922,56.520216015890355,97.24330104516247,Дефицит калорий
3343.5193054580377,207.92651940808597,124.99475565186093,359.9221600808303,Избыток калорий
3078.7247823557423,160.33066020858305,153.07025272125003,261.44699545697847,Избыток калорий
4947.301204691008,205.92562250604186,395.27934786702065,130.87230828991105,Избыток калорий
5092.960555819235,443.88622635707515,300.40873274111823,190.64233886435395,Избыток калорий
4884.28962395258,218.73515363614604,180.414974534192,621.5085602109593,Избыток калорий
10363.345966452622,233.88750857228422,702.2517237407275,824.3709799754772,Избыток калорий
7080.431018509462,473.5256258310537,466.056151225677,361.94498810778003,Избыток калорий
1573.7676990502332,56.14416757475483,72.2908346871832,188.92996724095198,Избыток жиров
695.1497594478451,55.96369841331475,7.451038521451736,99.20293003049937,Дефицит калорий
1704.8102859658566,111.1312766352938,42.43378911449814,226.5055424179593,Сбалансированный рацион
3785.975789459233,132.00111608200854,195.50990944835956,386.2031817166172,Избыток калорий
5091.762023054662,316.22871475078966,182.32431991257218,550.9991924983174,Избыток калорий
1310.155134241531,56.8925563397177,12.12450080169731,260.6582833438908,Дефицит калорий
5546.629839374697,322.03378640564523,332.14448260547744,375.33955630310015,Избыток калорий
3087.4149069759706,185.40642472615494,102.5091139020011,369.0597437983391,Избыток калорий
2519.6228599157585,75.22877455230795,41.79151079389448,479.1370745624198,Недостаток белка
6955.308188241423,344.94518751566414,214.5319328007392,993.5265340338511,Избыток калорий
4296.833018286304,285.4860480480475,222.57859330933917,273.7504056342504,Избыток калорий
6116.444040124398,118.66474436632751,445.08598254209807,419.72825230144883,Избыток калорий
4043.1211764455015,141.97999973197778,386.03840762571764,7.191907684911301,Избыток калорий
3642.948441290577,336.23339796437756,210.7187554216066,92.95694306887529,Избыток калорий
4227.96388504152,110.68367578245669,128.42287072042214,696.5334992213621,Избыток калорий
5689.831944345209,177.00289356552918,163.6391700862034,917.5755079272833,Избыток калорий
6585.649686977978,197.85260582843662,416.6014357496876,624.5102161227221,Избыток калорий
3643.852541179517,224.46775621239894,124.58673417299117,407.78580128420015,Избыток калорий
4978.705968690394,77.24743164983614,373.5511801117768,354.15487323915517,Избыток калорий
8629.069882339645,246.64273146854921,546.8270302600586,672.5961611180455,Избыток калорий
4790.691185053408,243.41396195265324,97.286325562656,741.5043246061402,Избыток калорий
4992.038750173519,331.3127818371621,193.45449776155957,517.9025080187105,Избыток калорий
2294.86956538557,44.86406052388387,36.914312405141175,455.4445880976259,Избыток калорий
1524.9557972589546,67.81437769611324,34.695633701088525,241.56898340133426,Дефицит калорий
3688.9556923884593,98.34471107703176,213.1609326476929,346.11397434622046,Избыток калорий
4944.4031926304415,318.0417644734387,287.08622663589944,282.77756714346975,Избыток калорий
4021.9745137743275,196.21345951248205,223.02323486509042,364.652299930405,Избыток калорий
1825.5158340752366,141.15539088484974,81.47044909939592,144.83317903305826,Дефицит калорий
1994.0389599272514,136.95797483131247,102.38166861738122,135.4923217980736,Избыток жиров
8007.756647496728,263.07901089853203,489.1749914213351,677.9578550781198,Избыток калорий
1544.5055798393985,129.676049251941,80.57698625813687,67.30323842570805,Дефицит калорий
1674.2627361433658,99.35977718670961,120.97975758197899,72.28720127603205,Дефицит калорий
4139.87042531326,242.81933774197128,118.36530912051303,525.2286163249307,Избыток калорий
2339.4994029527534,147.96452049719113,95.58841470120693,230.77588009776989,Избыток жиров
6092.505804572202,407.40010183677595,257.85858863675804,510.71858769783057,Избыток калорий
2182.7478490150766,136.1067393142008,94.42218352231298,216.7174881926236,Избыток жиров
2878.460970962199,85.00411674768031,125.18105930702731,354.8938089796253,Избыток калорий
2474.248398836555,273.2620830260798,86.60173250264873,151.0201979560324,Избыток калорий
4474.943073677921,378.58328172738265,111.35475243404963,508.637438505891,Избыток калорий
1804.3593209550334,154.05702877897735,30.387481011231667,203.19957295707692,Дефицит калорий
2550.761373242268,132.92536386236094,78.97448510231601,334.53333260128215,Сбалансированный рацион
3703.419740585717,167.87413608939727,169.60549624323448,388.2219644150873,Избыток калорий
1466.2746015003854,101.5049793779701,58.714501988088685,139.50754828859874,Дефицит калорий
4690.835226355343,362.42537581340855,144.91682400805544,518.7863332337445,Избыток калорий
4875.421968939085,139.94809965571503,214.08062851122915,597.9600279111639,Избыток калорий
1289.3961097066622,79.33400121143974,42.29940159923798,153.37034517652305,Дефицит калорий
2323.504074027346,95.67091574336217,20.803360368772985,447.4914834438001,Дисбаланс нутриентов
3825.782187982437,287.1409932387812,245.81785851799165,105.91388880238011,Избыток калорий
3615.5050274752402,95.79759031975759,95.75432839185007,621.4993659999482,Избыток калорий
3451.0187878073352,125.82909318399999,296.3226385375382,62.46578747584606,Избыток калорий
2746.9721405974683,242.47930702183862,129.60771312240232,149.39623355937104,Избыток калорий
5396.777077867947,251.21590632718048,183.15374067816785,691.1399675811526,Избыток калорий
3600.163510494707,171.59802311843544,224.89983344034061,220.1974575610444,Избыток калорий
3267.8984290128133,210.32023319363674,172.62199215314592,229.3965238405431,Избыток калорий
3568.4366198499456,249.8141264413007,195.90230866507994,199.29232412455906,Избыток калорий
5920.75728976142,155.72901709967013,408.78067777143605,408.20727947016826,Избыток калорий
5644.8463930691905,144.03600178532648,207.3456343315305,827.5840292051196,Избыток калорий
2231.3604517186386,182.18634661956995,137.680566316406,61.040766523917256,Избыток жиров
2623.870429530218,164.7154886874631,29.00660041585701,437.7379298475247,Избыток калорий
3899.7759612694736,53.552672531296814,247.03359577021197,380.3110905253319,Избыток калорий
5556.696898275676,408.68502683094755,127.63759376749887,709.1670789419022,Избыток калорий
1815.3275052591846,138.86402350012278,79.69830896261091,166.84687231456488,Избыток жиров
7823.447985747341,193.3791877547671,323.4761457077184,1051.9753151624557,Избыток калорий
4347.074685444993,202.50889569912852,311.1825979822298,235.82768270609645,Избыток калорий
4226.6786182513615,305.45886579014143,202.16704494102913,295.1455237151093,Избыток калорий
4421.074086240867,144.39298918457973,202.27342895374227,542.2303412994344,Избыток калорий
6343.172381518476,277.68338363951443,179.87282153980865,926.8850084470698,Избыток калорий
2083.008963768889,130.53674745409305,148.1680224678707,84.21123534917459,Избыток жиров
3428.082953630702,249.6817567241153,136.61692794340357,366.74895792928737,Избыток калорий
8868.04745116381,367.7421020027787,548.9021148201012,631.9101830793984,Избыток калорий
5522.462663784905,305.3400321950316,274.564674266324,539.1791659539666,Избыток калорий
8169.3987790206165,180.45154706265032,428.1351326328758,970.9030034237287,Избыток калорий
4697.402581291179,322.29423975392604,124.93016909496484,702.5309732511848,Избыток калорий
5696.770543717335,491.96281722474953,165.17394239266534,586.4205733237864,Избыток калорий
3715.535060229449,192.66402499380428,161.3465783504328,368.4211683521824,Избыток калорий
4475.92053790922,423.4186956399631,193.53641495926573,285.43334761596316,Избыток калорий
7041.090944163348,377.0583877145307,256.2603528307365,777.3718702452181,Избыток калорий
2788.988086485947,70.17776874042232,45.372910426123624,543.0531027135191,Избыток калорий
3189.0725640078945,205.69676477695302,114.3615124184513,332.3702528874231,Избыток калорий
3762.016379049435,317.01798958634686,236.12214666869983,82.24476948878461,Избыток калорий
1839.4855797138187,121.95457522488644,63.99986506346831,198.88731616655343,Сбалансированный рацион
3489.4586225333114,139.98135099765705,99.50061232788032,507.46286168997113,Избыток калорий
8304.128003153148,350.7071093290874,352.76574241523605,977.5426060232569,Избыток калорий
1733.2485986629672,167.661787671843,36.73213495638291,182.99676334939898,Дисбаланс нутриентов
4548.005670398775,327.2456778993004,189.0265414484331,393.747186286304,Избыток калорий
4756.228477280578,259.84029760219585,201.7294880001213,485.1392088104958,Избыток калорий
2178.764230445493,188.96956914196454,101.03741256066002,122.90598932982826,Избыток жиров
2981.5148220557244,252.041105063573,136.79471343362565,179.28386296440485,Избыток жиров
4899.417330003055,304.28104252533325,216.08419034142014,447.6945904611408,Избыток калорий
2927.0927268333808,153.6115043978213,160.129210141289,211.82735106529927,Избыток калорий
6607.593548930873,472.2069888378187,205.84887743560498,667.4124248554316,Избыток калорий
4414.2443882631505,259.19078804165974,155.24046440252096,499.78242941144305,Избыток калорий
5264.592465440144,231.69650649733984,201.99354099646118,675.3748020585405,Избыток калорий
2047.8856845728972,109.85043909840262,37.29055826550762,326.72637402478335,Дефицит калорий
3831.010952839266,263.11293437229523,196.41994637182384,246.43921130919284,Избыток калорий
5639.881811553548,489.91806115392706,335.5134721416924,179.95845370861636,Избыток калорий
4455.505044367126,387.12692755759804,128.26328207452343,437.0643249971106,Избыток калорий
5401.304525285258,247.2506771940088,122.59570947588495,834.3569093969764,Избыток калорий
3074.947793004148,224.04011747320783,130.64025538573694,265.34615656453735,Избыток калорий
3755.432048658132,223.7482592206111,286.63055461471436,96.16314910754193,Избыток калорий
4369.201208403644,240.46834197904155,213.0625208091655,377.496862000311,Избыток калорий
4120.059318602005,145.67776709370085,293.99310610754634,220.78533694796764,Избыток калорий
5333.31053787381,231.95872156328178,243.12806854966763,559.7090515136459,Избыток калорий
2359.840849616708,151.87113918151977,33.93995680884649,354.0673255497744,Дисбаланс нутриентов
2482.417360319724,187.04290810423709,63.47459165751007,338.52879739778086,Избыток калорий
2617.74159154358,205.239128725691,96.67186928715896,283.83377168727367,Избыток калорий
8556.653160458149,294.62895741401644,650.3645097996047,389.7101033001598,Избыток калорий
4790.153478567323,155.53410225054728,274.7981788403748,424.51192287054744,Избыток калорий
7732.895852564801,417.89020008149345,478.7856799914118,493.0008476133005,Избыток калорий
2411.5411153288715,119.84916810966607,72.43657224234465,329.2728228187094,Сбалансированный рацион
4960.506921909206,360.07853176826524,146.2170773873049,556.2003307789004,Избыток калорий
4752.983952635287,96.17729941722546,322.02498332538875,381.5745359295024,Избыток калорий
3084.2495442513364,327.07287750494964,129.2252820493586,87.85569706536855,Избыток калорий
5043.292499346205,405.695231472823,259.4517037405062,275.6358057788825,Избыток калорий
6394.989127026253,396.4619036477272,359.60363699743425,407.81789515432524,Избыток калорий
4872.448097369143,297.61013128766047,155.15291489992612,572.1404011149058,Избыток калорий
3587.0037989904085,366.0605168113872,193.10339502598617,75.28252143588742,Избыток калорий
5179.030268340577,300.78225119124124,319.7074295558838,270.47372303425726,Избыток калорий
2137.885599597606,232.68002718195407,118.42991027813022,28.85635109428567,Избыток жиров
6597.074455526371,241.60123674777023,319.1802604138462,583.4694488764075,Избыток калорий
1887.6101114400203,158.86864272868502,84.1387693416607,141.4898932484198,Избыток жиров
6205.523061501615,289.70435722256275,258.4705567855799,672.5624094549996,Избыток калорий
6732.095306237648,175.4141987288092,426.09736291997336,575.1925122330736,Избыток калорий
6706.855432145187,220.97964255450833,239.07387315384597,907.3242045420038,Избыток калорий
4113.483679239302,64.34069255618968,185.12866304080958,565.8728698476517,Избыток калорий
2857.7692192677973,113.20058192279778,138.87724574412886,381.31739500227064,Избыток калорий
7021.4854984220665,164.8883379329887,515.3693645907595,449.685766087422,Избыток калорий
4437.754647475456,121.75835384071087,416.0977649205587,60.52266418255916,Избыток калорий
4424.089134328707,65.01027021376545,237.9090355074871,536.3966366207269,Избыток калорий
2169.3802657868014,172.96450187892475,40.155641451928986,281.36635968810367,Дисбаланс нутриентов
1915.072654910349,80.63480725440012,49.3286008020602,299.7716035215229,Дефицит калорий
2631.492350489899,145.89332290304063,109.888284609616,270.412473388253,Избыток калорий
3648.0656518662618,136.11100981008718,86.59927208588789,585.2929189758402,Избыток калорий
3500.647659631246,197.92715114337705,181.5137227183076,276.50990590539953,Избыток калорий
4321.26605267164,181.89160825831343,207.82461715639195,442.7427418087702,Избыток калорий
7256.658545231091,416.87250759633463,332.38314411038044,640.4508810366054,Избыток калорий
2351.522501585481,237.8447586818312,124.86708993416867,54.28742753239675,Избыток жиров
4966.0862252219595,117.19102190960734,214.4704913620961,741.8879809033535,Избыток калорий
2631.8967295180046,258.577499034851,139.81649046145887,71.77215265213798,Избыток калорий
5129.562098061145,220.0997799627687,125.11417691303299,788.8988297141403,Избыток калорий
6393.151111037502,268.232838594064,426.66848159665574,389.137039332228,Избыток калорий
4471.880651733284,96.78591835149875,407.8107865984826,121.47922955961273,Избыток калорий
1968.8434057322906,45.148460392469715,143.03020149388607,134.6365966907336,Недостаток белка
1020.2743711765286,116.04250271831663,14.810426706621335,114.24286274796378,Дефицит калорий
3798.729690614321,339.18078831497576,204.1796088560572,146.0280938009068,Избыток калорий
7187.699673004841,270.4788753543896,224.65343113537048,1084.472788358235,Избыток калорий
6100.463937867191,394.84479812307944,281.50499299327527,487.02931708104194,Избыток калорий
4788.794819985302,273.17277106030826,259.6575039069364,347.7062007548357,Избыток калорий
6501.795837339715,351.16358322516027,270.1506286175414,697.5376421322829,Избыток калорий
2809.0721213303264,107.18251124004398,68.1740629252841,442.9254733604977,Избыток калорий
2834.979719640662,165.13254629499804,65.61252465557611,451.252931078099,Избыток калорий
5539.100656480052,211.97823601410389,160.20369545078876,774.6789041325336,Избыток калорий
3253.0793062378825,173.26762793161635,127.7519055130812,389.61523936586104,Избыток калорий
5062.738002732421,296.8694989173158,284.22267433902164,321.5015113209303,Избыток калорий
5454.830819410711,340.19155934023,203.05847134212715,349.02509739052414,Избыток калорий
8728.378040635816,242.68923744516752,561.7814922560267,688.7608673164057,Избыток калорий
4781.911599002555,193.91294158849843,232.8597223208197,519.1059763644066,Избыток калорий
7061.992033235258,375.9768388782777,349.00361627771036,627.2065230319686,Избыток калорий
8013.888561570545,243.96104575766083,406.9755274798657,868.6805697977611,Избыток калорий
5103.5414599182195,213.3113826356276,208.1964630728364,534.9764674136989,Избыток калорий
5324.206468691603,287.0314124580028,216.42146534804118,549.0171364059987,Избыток калорий
5868.62867411421,140.20349442128452,223.65222067425603,759.2889047661356,Избыток калорий
4430.1620701726515,419.5482996968244,197.8310031651032,297.9180726686813,Избыток калорий
1348.2769225959746,90.35169878525925,48.43792039652901,136.3288674407285,Дефицит калорий
3166.876444133575,161.1562330587117,150.33662266412512,288.5136283755545,Избыток калорий
3771.443533069152,244.99542937206832,122.7206252964752,399.1385160725632,Избыток калорий
5428.4170597970815,319.50633778190945,205.35682345451974,604.378176900427,Избыток калорий
4100.138127185576,186.94885722388187,126.3483528031995,590.5477588189452,Избыток калорий
5897.940638625903,215.92744303773986,229.58569758482776,764.793549744489,Избыток калорий
3443.617276394349,142.04371892591973,198.04653614052,314.69402896858765,Избыток калорий
3880.163308751821,112.12982952909555,158.1562562358269,517.8994443950126,Избыток калорий
5566.031449162836,267.4640958731259,140.8696500882636,805.2977859907307,Избыток калорий
1583.5202169683218,197.75324547644774,50.19308035204966,81.28820310140244,Дисбаланс нутриентов
1873.08202076806,128.47213473448633,65.1574477883838,203.07065857359024,Сбалансированный рацион
6752.559895585455,287.6610437039588,348.59270845440466,651.0891135897347,Избыток калорий
5041.2014975439415,243.79621337303976,173.43717411826282,652.8198768238445,Избыток калорий
2794.3562110730923,152.21414600644167,131.3160807682051,245.82457151781387,Избыток калорий
2105.1273779115054,73.45259598460154,32.3862537749115,398.33247172401025,Дисбаланс нутриентов
1760.011838465642,136.83057155207675,43.64826018883235,180.95014484636974,Дисбаланс нутриентов
4732.115203982788,332.02329501105,276.4778093962457,230.43239271946328,Избыток калорий
2770.6916994801827,277.5313702109603,102.51377106603225,196.98013002586285,Дисбаланс нутриентов
5852.851430616886,187.85091753902734,310.86942687018393,619.3075563099499,Избыток калорий
3423.988255547006,177.99087017978516,59.267455337401046,578.0272091248296,Избыток калорий
5445.390167549962,221.08083513974105,379.49640580131705,311.3065025507157,Избыток калорий
3095.4666732128417,169.48055144930575,155.7084128564155,253.74687187162854,Избыток калорий
4006.9426624285297,344.7448573301477,108.78259916835816,417.3222970342061,Избыток калорий
2891.918427534659,174.91503731541184,124.70883660269796,260.652330558039,Избыток калорий
6470.551623258705,400.2940772098574,233.95791371769772,701.9417613778298,Избыток калорий
6062.596036643232,313.50137106453445,238.8524638050509,656.6191345474218,Избыток калорий
2892.0420281369447,249.97129269905784,80.46131431685643,310.41026455327454,Избыток калорий
4578.727961750248,75.58013641397872,304.0257514558025,405.59324618156046,Избыток калорий
5265.87882828824,406.32951006414794,261.3769058843556,329.54527984708244,Избыток калорий
4675.595954452295,231.4725827586729,78.39452796889503,764.7471657315224,Избыток калорий
6291.799079246248,419.2106975227298,240.1146354635092,623.1876102186516,Избыток калорий
6527.479231770854,361.25706212884353,178.87267611113137,935.0293961962414,Избыток калорий
5513.983412414496,319.54736954188223,285.6797053597492,420.50651080741,Избыток калорий
3804.8230516001368,288.6477811748349,157.4948918901251,328.8993890197702,Избыток калорий
5545.717199344557,245.44957901163363,269.86606906268645,554.4409343736655,Избыток калорий
8164.440047616965,322.5016341967423,274.57166831687084,1161.2054612908971,Избыток калорий
4757.4614556242905,325.5201349031994,275.5004690280589,240.1857038944122,Избыток калорий
5724.933529100508,228.2713239542932,250.4033887264825,653.2927131268075,Избыток калорий
6074.922779488345,331.5534849661058,199.4710806360183,784.4973045922821,Избыток калорий
9917.584207190066,393.1506168009621,620.2255732703542,696.1416498621346,Избыток калорий
4094.6984084560845,242.92674643274862,258.92044570938816,216.65750726879062,Избыток калорий
4662.580493592448,276.83285818880614,168.7924909843993,523.0874420045621,Избыток калорий
6472.881228511912,426.00595910539016,417.56352471920616,242.91541052735673,Избыток калорий
2250.655317217007,166.06657116565245,59.34495438518903,256.67033429199904,Сбалансированный рацион
3479.220685475173,271.5836360943481,163.8352298874342,235.1850248609018,Избыток калорий
2708.215941946454,210.8005582542588,65.24419785209902,321.4746000709564,Избыток калорий
2131.396220524984,29.501034674237825,128.29270113908524,195.30277214030005,Недостаток белка
4486.985567663401,180.36446956655345,255.34070822418528,406.5546973507433,Избыток калорий
5123.237955912967,273.0796355034686,190.71802212713007,745.8681546934858,Избыток калорий
6340.640302520028,205.48055977620618,337.639339856553,619.2903714822396,Избыток калорий
3304.5873408403722,203.698327694419,97.17067556512501,393.7967872945981,Избыток калорий
3699.259865465244,302.63784875560214,99.62785322882937,398.8939471667277,Избыток калорий
1154.9997370934343,135.87314408816064,40.7229203420697,58.404393661937775,Дефицит калорий
3913.164504706411,124.28683622408207,174.6121452200512,464.10190133599485,Избыток калорий
3785.5392002663307,169.56377672276653,189.3676646997388,398.2839563334667,Избыток калорий
2796.967256873109,216.97959512540598,93.66967614973268,265.25413718272074,Избыток калорий
4638.733238903075,307.66756019932797,234.85145242521423,331.1263032342909,Избыток калорий
6868.178198979834,226.52623492798136,295.31079544379025,875.9874523945762,Избыток калорий
4958.15414469573,219.21631224501294,262.5002734103548,463.77376995771505,Избыток калорий
2934.3908328921493,189.51523186736284,129.70148242008776,255.48562336580557,Избыток калорий
1097.1062362221928,158.05573999081878,41.5911679228117,12.661698176762231,Дефицит калорий
3057.1546013968677,184.97127822581567,109.43796576430658,355.27945018011906,Избыток калорий
7112.965408653322,186.96586776429723,321.0791914976039,835.6551304293234,Избыток калорий
7114.250481460532,223.98748713679632,297.4218737233158,956.5272894605316,Избыток калорий
4588.273103350135,264.6459660349453,229.7455493141241,364.46336463248065,Избыток калорий
2210.1244871766967,202.48579181017914,58.90761009635834,361.36139946077185,Дисбаланс нутриентов
8880.640906342645,275.2176988198569,636.6379380432238,517.06923193976,Избыток калорий
2891.0162620585843,223.50470719676662,119.87188994493839,228.37796038416266,Избыток жиров
4565.899499591097,186.95233246606807,188.12591607405494,537.6202875008827,Избыток калорий
4725.843952882493,274.6622516807172,226.84295585408964,422.8381422779762,Избыток калорий
4797.420342436956,240.66670483395743,183.91662761331568,543.2909572490753,Избыток калорий
5749.754698645659,278.75778308561416,368.27414216414286,558.7353335972742,Избыток калорий
3252.693163488592,240.33233647252922,109.93660297150137,306.08815881201485,Избыток калорий
1069.4491152420276,131.90183749746092,33.51946129677212,72.64843396632602,Дефицит калорий
2965.6973391554075,178.25379823692805,167.74031212082932,195.48314675133082,Избыток калорий
2956.189930212628,190.62043138032283,141.40667684990981,237.23986811583853,Избыток калорий
5781.478568362314,243.89088108572903,133.67089686963288,914.4021889222918,Избыток калорий
4896.590461309296,290.469458020735,183.3604638609285,540.0910667310181,Избыток калорий
3722.3783931825365,65.4353594463997,146.36685443386804,535.8135774297116,Избыток калорий
4249.8400326717365,105.49997172452237,177.64469072492741,601.7394625214845,Избыток калорий
3934.4680604843998,120.22303030736693,169.63230424425728,481.3894437888774,Избыток калорий
4277.867865363142,267.548481100168,209.38416410418012,324.5709090881452,Избыток калорий
5920.283920699792,433.11841101204726,168.02952751601003,663.5046186467366,Избыток калорий
2346.011813010904,166.357293562756,97.29102784588335,168.20355249818317,Избыток жиров
2454.8007412552324,58.01642125110723,60.2784524138694,433.13128991371207,Недостаток белка
8092.690685742281,298.85172897958273,310.90942493527774,1112.2953342832116,Избыток калорий
4162.479838664847,132.5505301505347,131.1988839279967,699.5408758084783,Избыток калорий
3287.7388142001,292.154266980456,138.3966844201043,259.2467308082064,Избыток калорий
4071.4787779997805,104.92939689198006,172.09416420434883,564.440356683667,Избыток калорий
4942.404351251523,313.17184542497307,325.4695074336529,184.92914848857708,Избыток калорий
2599.2035130391505,85.4329440476152,181.232874264184,159.67249623249648,Избыток жиров
